ID,Demand
Outlet1,0.0007199999999999999
Outlet2,0.00216
Outlet3,0.00468
Outlet5,0.0032400000000000003
Outlet9,0.00035999999999999997
Outlet10,0.0028799999999999997
Outlet11,0.00035999999999999997
Outlet13,0.00132
Outlet15,0.012960000000000001
Outlet17,0.00035999999999999997
Outlet18,0.00035999999999999997
Outlet20,0.00035999999999999997
Outlet21,0.00108
Outlet22,0.00035999999999999997
Outlet25,0.00012
Outlet26,0.00035999999999999997
Outlet27,0.00432
Outlet28,0.00108
Outlet30,0.0007199999999999999
Outlet31,0.00035999999999999997
Outlet32,0.0007199999999999999
Outlet33,0.0018000000000000002
Outlet34,0.00216
Outlet35,0.00216
Outlet36,0.0036000000000000003
Outlet37,0.00035999999999999997
Outlet38,0.0018000000000000002
Outlet39,0.00035999999999999997
Outlet40,0.00035999999999999997
Outlet41,0.0061200000000000004
Outlet42,0.00216
Outlet43,0.00108
Outlet44,0.011519999999999999
Outlet45,0.0028799999999999997
Outlet49,0.00252
Outlet50,0.0014399999999999999
Outlet52,0.00035999999999999997
Outlet54,0.00035999999999999997
