ID,Demand
Outlet1,0.000180008835
Outlet2,0.00434999407
Outlet3,0.01538995579
Outlet4,0.008280058471000001
Outlet5,0.0028799828280000003
Outlet6,0.0023399683819999998
Outlet7,0.0030900085540000004
Outlet8,0.0063599581
Outlet9,0.0034800201140000003
Outlet10,0.005340002128
Outlet11,0.001319985982
Outlet12,9.0004293e-05
Outlet13,0.001709995088
Outlet14,0.001080010287
Outlet15,0.009900033586
Outlet16,9.0004293e-05
Outlet17,0.006300025348
Outlet18,0.01400997249
Outlet20,0.004590039856
Outlet21,0.013829956620000002
Outlet22,0.003179985233
Outlet23,0.0039600286350000005
Outlet24,0.008219955196
Outlet25,0.0017700033470000002
Outlet26,0.001349991451
Outlet27,0.001920018288
Outlet28,0.02133001297
Outlet29,0.0027900159750000003
Outlet30,0.000120001143
Outlet31,5.9994681000000005e-05
Outlet32,0.008789940953
Outlet33,0.007019988323
Outlet34,0.005819954962
Outlet35,0.003569993108
Outlet36,0.004230034711
Outlet37,0.008939995735000001
Outlet38,0.0063299562590000006
Outlet39,0.02321991176
Outlet40,0.012869974210000001
Outlet41,0.02334003077
Outlet42,0.01124996539
Outlet43,0.007109997202
Outlet44,0.0042599637110000005
Outlet45,0.0009600064190000001
Outlet46,0.003419984993
Outlet47,0.0036900383780000003
Outlet48,0.004109953273000001
Outlet49,0.003539962402
Outlet50,0.005429964349
Outlet51,0.002910023424
Outlet52,0.001650001552
Outlet53,0.008310057561
Outlet54,0.001949970661
Outlet55,0.004140025364999999
Outlet56,0.024840072030000004
Outlet57,0.003660042012
Outlet58,0.0115500722
Outlet59,0.007860004174
Outlet60,0.008339976009000001
Outlet61,0.004680038989
Outlet62,0.0034800201140000003
Outlet63,0.003660042012
Outlet64,0.008789940953
Outlet65,0.0033899913179999998
Outlet66,0.003359958511
Outlet67,0.001440012637
Outlet68,0.004109953273000001
Outlet69,0.006780010752
Outlet70,0.003929970544
Outlet71,0.003179985233
Outlet72,0.0011399920850000001
Outlet73,0.005280051255
Outlet74,0.001680015759
Outlet76,0.01392008045
Outlet77,0.0030900085540000004
Outlet78,0.009239939392000001
Outlet79,0.004800032512999999
Outlet80,0.01346998817
Outlet81,0.0037500365530000004
Outlet82,0.002609986622
Outlet83,0.002160014443
Outlet84,0.0014699856870000001
Outlet85,0.01176007864
Outlet86,0.002819977028
Outlet87,0.009990032425000002
Outlet88,0.01250991832
Outlet89,0.004320041148
Outlet90,0.005520019586
Outlet91,0.00600004012
Outlet92,0.006719941954000001
Outlet93,0.000599984141
Outlet94,0.0068099625460000006
Outlet95,0.004320041148
Outlet96,0.00800999585
Outlet97,0.001800019528
Outlet98,0.008280058471000001
Outlet99,0.00015000508000000002
Outlet100,0.0061799659440000005
Outlet101,0.009569957417
Outlet102,0.01407000285
Outlet103,0.005100013845
Outlet104,5.9994681000000005e-05
Outlet105,0.000300002032
Outlet106,0.003329974095
Outlet107,0.003060030914
Outlet108,0.00264002993
Outlet109,0.006989948124
Outlet110,0.0009299942460000001
Outlet111,0.001349991451
Outlet112,0.008880044123
Outlet113,0.024360066280000002
Outlet114,0.005280051255
Outlet115,0.01788000451
Outlet117,0.0190200389
Outlet120,0.009090053047
Outlet121,0.005550019190000001
Outlet122,0.005310038204
Outlet123,0.004439981604
Outlet125,0.0039600286350000005
Outlet126,0.006719941954000001
Outlet127,0.003780035458
Outlet128,0.01616992219
Outlet129,0.003000028575
Outlet130,0.004829960258
Outlet131,0.01412998597
Outlet132,0.007919962175
Outlet133,0.0063299562590000006
Outlet134,0.004529995651000001
Outlet135,0.002519998401
Outlet136,0.003149987696
Outlet137,0.0034800201140000003
Outlet138,0.007349995666
Outlet139,0.004979951727000001
Outlet143,0.002400008922
Outlet144,0.000989983922
Outlet145,0.001019997699
Outlet146,0.003060030914
Outlet147,0.0036900383780000003
Outlet148,0.00026999043700000005
Outlet149,0.001289999406
Outlet150,0.004680038989
Outlet151,0.002400008922
Outlet152,0.004140025364999999
Outlet153,0.001590018974
Outlet154,0.0017700033470000002
Outlet155,0.006989948124
Outlet156,9.0004293e-05
Outlet157,0.0009299942460000001
Outlet158,0.02546999644
Outlet159,0.0009600064190000001
Outlet160,0.000630018137
Outlet161,5.9994681000000005e-05
Outlet162,0.0036900383780000003
Outlet163,0.002970008707
Outlet164,0.001650001552
Outlet165,0.0023399683819999998
Outlet166,0.000809996599
Outlet167,0.000809996599
Outlet168,0.000209997407
Outlet169,0.028410105720000002
Outlet170,0.007919962175
Outlet171,0.003060030914
Outlet172,0.00264002993
Outlet173,0.0014699856870000001
Outlet175,0.003359958511
Outlet178,2.9996241e-05
Outlet182,2.9996241e-05
Outlet183,0.005520019586
Outlet184,0.000120001143
Outlet185,0.0050399613099999995
Outlet186,0.007109997202
Outlet187,0.00026999043700000005
Outlet188,0.0036900383780000003
Outlet189,0.011699929380000001
Outlet190,0.003509971031
Outlet191,0.005100013845
Outlet192,0.0064500333339999995
Outlet193,0.0119999525
Outlet194,0.013379968870000002
Outlet195,0.00015000508000000002
Outlet196,2.9996241e-05
Outlet197,0.01236003421
Outlet198,0.001170009747
Outlet199,0.000450004882
Outlet200,0.005460045989
Outlet201,0.01029002277
Outlet202,0.001859980808
Outlet203,0.01250991832
Outlet204,0.006780010752
Outlet205,0.003030036785
Outlet206,0.001620020066
Outlet207,0.0023099848480000003
Outlet208,0.000989983922
Outlet209,0.003450024015
Outlet210,0.004590039856
Outlet212,0.000900015508
Outlet213,0.0009600064190000001
Outlet214,0.001680015759
Outlet216,0.000570013399
Outlet217,0.0042599637110000005
Outlet218,0.0017700033470000002
Outlet219,0.004439981604
Outlet220,0.002759982137
Outlet221,0.000989983922
Outlet222,0.000180008835
Outlet223,0.001380004897
Outlet224,0.002160014443
Outlet227,0.000599984141
Outlet228,0.00024000160500000002
Outlet229,0.003900026964
Outlet230,0.003210041243
Outlet231,0.0030900085540000004
Outlet232,9.0004293e-05
Outlet233,0.003450024015
Outlet234,0.004289998218
Outlet235,0.01458000224
Outlet236,0.01412998597
Outlet237,0.004020020086
Outlet238,0.005610041028
Outlet239,0.0024600041
Outlet240,0.002819977028
Outlet241,0.00026999043700000005
Outlet242,0.003840025677
Outlet243,0.001289999406
Outlet244,0.0015299912360000002
Outlet246,2.9996241e-05
Outlet247,2.9996241e-05
Outlet249,0.0052500421949999996
Outlet250,0.0030900085540000004
Outlet251,0.003780035458
Outlet252,0.004079990797
Outlet253,0.00042000394000000005
Outlet255,0.005880056008000001
Outlet256,0.006630039234
Outlet257,0.001859980808
Outlet259,0.001499981427
Outlet260,0.00033000991099999997
Outlet261,0.000359989147
Outlet262,0.00065998851
Outlet263,0.003840025677
Outlet264,0.000570013399
Outlet265,0.00065998851
Outlet266,0.003569993108
Outlet267,0.0050699957060000005
Outlet268,0.001289999406
