ID,Demand
Outlet1,6.0002945000000004e-05
Outlet2,0.001449998023
Outlet3,0.005129985264
Outlet4,0.00276001949
Outlet5,0.000959994276
Outlet6,0.000779989461
Outlet7,0.0010300028510000002
Outlet8,0.0021199860330000002
Outlet9,0.001160006705
Outlet10,0.001780000709
Outlet11,0.000439995327
Outlet12,3.0001431e-05
Outlet13,0.000569998363
Outlet14,0.000360003429
Outlet15,0.0033000111950000004
Outlet16,3.0001431e-05
Outlet17,0.0021000084490000004
Outlet18,0.004669990832
Outlet20,0.001530013285
Outlet21,0.00460998554
Outlet22,0.0010599950780000001
Outlet23,0.001320009545
Outlet24,0.002739985065
Outlet25,0.000590001116
Outlet26,0.00044999715000000005
Outlet27,0.0006400060960000001
Outlet28,0.007110004324
Outlet29,0.000930005325
Outlet30,4.0000381000000006e-05
Outlet31,1.9998227e-05
Outlet32,0.002929980318
Outlet33,0.002339996108
Outlet34,0.0019399849870000002
Outlet35,0.001189997703
Outlet36,0.00141001157
Outlet37,0.002979998578
Outlet38,0.00210998542
Outlet39,0.007739970587
Outlet40,0.004289991402
Outlet41,0.007780010258
Outlet42,0.003749988462
Outlet43,0.0023699990670000004
Outlet44,0.001419987904
Outlet45,0.00032000214
Outlet46,0.001139994998
Outlet47,0.001230012793
Outlet48,0.0013699844240000001
Outlet49,0.0011799874669999998
Outlet50,0.001809988116
Outlet51,0.000970007808
Outlet52,0.000550000517
Outlet53,0.002770019187
Outlet54,0.00064999022
Outlet55,0.001380008455
Outlet56,0.008280024009
Outlet57,0.0012200140040000002
Outlet58,0.0038500240670000002
Outlet59,0.0026200013910000004
Outlet60,0.0027799920029999998
Outlet61,0.001560012996
Outlet62,0.001160006705
Outlet63,0.0012200140040000002
Outlet64,0.002929980318
Outlet65,0.001129997106
Outlet66,0.00111998617
Outlet67,0.000480004212
Outlet68,0.0013699844240000001
Outlet69,0.0022600035840000003
Outlet70,0.0013099901810000002
Outlet71,0.0010599950780000001
Outlet72,0.000379997362
Outlet73,0.001760017085
Outlet74,0.000560005253
Outlet76,0.004640026818
Outlet77,0.0010300028510000002
Outlet78,0.003079979797
Outlet79,0.001600010838
Outlet80,0.004489996055
Outlet81,0.0012500121840000001
Outlet82,0.000869995541
Outlet83,0.0007200048140000001
Outlet84,0.000489995229
Outlet85,0.003920026212
Outlet86,0.000939992343
Outlet87,0.003330010808
Outlet88,0.004169972775
Outlet89,0.001440013716
Outlet90,0.001840006529
Outlet91,0.002000013373
Outlet92,0.0022399806510000004
Outlet93,0.000199994714
Outlet94,0.002269987515
Outlet95,0.001440013716
Outlet96,0.002669998617
Outlet97,0.000600006509
Outlet98,0.00276001949
Outlet99,5.0001693e-05
Outlet100,0.002059988648
Outlet101,0.003189985806
Outlet102,0.00469000095
Outlet103,0.0017000046150000001
Outlet104,1.9998227e-05
Outlet105,0.000100000677
Outlet106,0.001109991365
Outlet107,0.001020010305
Outlet108,0.0008800099770000001
Outlet109,0.002329982708
Outlet110,0.000309998082
Outlet111,0.00044999715000000005
Outlet112,0.002960014708
Outlet113,0.008120022093
Outlet114,0.001760017085
Outlet115,0.005960001504
Outlet117,0.006340012967
Outlet120,0.003030017682
Outlet121,0.001850006397
Outlet122,0.001770012735
Outlet123,0.001479993868
Outlet125,0.001320009545
Outlet126,0.0022399806510000004
Outlet127,0.001260011819
Outlet128,0.005389974063000001
Outlet129,0.0010000095250000001
Outlet130,0.0016099867530000001
Outlet131,0.004709995322
Outlet132,0.002639987392
Outlet133,0.00210998542
Outlet134,0.00150999855
Outlet135,0.0008399994670000001
Outlet136,0.001049995899
Outlet137,0.001160006705
Outlet138,0.002449998555
Outlet139,0.001659983909
Outlet143,0.000800002974
Outlet144,0.000329994641
Outlet145,0.000339999233
Outlet146,0.001020010305
Outlet147,0.001230012793
Outlet148,8.999681199999999e-05
Outlet149,0.000429999802
Outlet150,0.001560012996
Outlet151,0.000800002974
Outlet152,0.001380008455
Outlet153,0.000530006325
Outlet154,0.000590001116
Outlet155,0.002329982708
Outlet156,3.0001431e-05
Outlet157,0.000309998082
Outlet158,0.008489998813
Outlet159,0.00032000214
Outlet160,0.000210006046
Outlet161,1.9998227e-05
Outlet162,0.001230012793
