ID,Demand
Outlet1,0.01000996237
Outlet2,0.01242996197
Outlet3,0.008499980827
Outlet4,0.008499980827
Outlet5,0.01211997685
Outlet6,0.001629997162
Outlet8,0.033599978870000005
Outlet9,0.004379993974
Outlet10,0.01640000783
Outlet11,0.02976994985
Outlet12,0.000489995229
Outlet13,0.007490014804000001
Outlet14,0.006060025906
Outlet17,0.002770019187
Outlet18,0.005030002463
Outlet19,0.00481001367
Outlet20,0.02104004517
Outlet21,0.016940047910000002
Outlet22,0.01041002096
Outlet23,0.002169986222
Outlet24,0.006549976424
Outlet25,0.01041002096
Outlet26,0.0027799920029999998
Outlet27,0.005320019513000001
Outlet28,0.00363001901
Outlet29,0.0329999288
Outlet30,0.006000030281
Outlet31,0.006399975128000001
Outlet32,0.002960014708
Outlet33,0.0030900212470000004
Outlet34,0.0030900212470000004
Outlet35,0.008790011473
Outlet36,0.001679987103
Outlet37,0.01264000769
Outlet38,0.01264000769
Outlet39,0.01264000769
Outlet40,0.0055600217460000005
Outlet41,0.0026000043640000002
Outlet42,0.004570005405
Outlet44,0.007559995204
Outlet45,0.006209976652
Outlet46,0.0030900212470000004
Outlet47,0.000590001116
Outlet48,0.01263003862
Outlet49,0.003410009406
Outlet50,0.013210040250000001
Outlet51,0.0038699982180000004
Outlet52,0.006430027851
Outlet53,0.002549980899
Outlet55,0.011300003139999999
Outlet56,0.0039900126079999996
Outlet57,0.007750027125
Outlet58,0.001910015612
Outlet59,0.0008800099770000001
Outlet60,0.005140007092000001
Outlet61,0.005140007092000001
Outlet62,0.007439986342
Outlet82,9.998747e-06
Outlet84,0.0005400066890000001
Outlet85,0.000370006669
Outlet86,0.006460013886
Outlet87,0.02499996846
Outlet88,0.002150011111
Outlet89,0.001750014065
